ID,Dados,,,,,,,
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,57,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,25.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,57.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,55.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,58,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,25.0,26.0,26.0,0.0
3,59,58.0,56.0,0.0,25.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,25.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,25.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,57.0,0.0,26.0,26.0,26.0,0.0
3,59,59.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,60,59.0,56.0,0.0,26.0,26.0,26.0,0.0
3,60,59.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,59.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,25.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,25.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,60,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,60.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,57.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,61,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,58.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,59.0,0.0,25.0,26.0,26.0,0.0
3,62,61.0,59.0,0.0,25.0,26.0,26.0,0.0
3,62,61.0,59.0,0.0,26.0,26.0,26.0,0.0
3,62,61.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,25.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,25.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,59.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,60.0,0.0,26.0,26.0,26.0,0.0
3,63,62.0,60.0,0.0,26.0,26.0,26.0,0.0
3,63,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,63,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,64,63.0,60.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,65,64.0,61.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,66.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,66.0,62.0,0.0,26.0,26.0,26.0,0.0
3,67,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,67,65.0,62.0,0.0,26.0,26.0,26.0,0.0
3,66,65.0,63.0,60.0,26.0,26.0,26.0,26.0
3,66,65,63,60,26,26,26,26
